eval/info_performance_final,eval/info_normalized_performance_final,eval/eval_time,eval/best_episode_reward,eval/episode_reward,eval/episode,eval/mean_episode_reward,eval/info_normalized_performance_mean,eval/info_performance_mean,train/duration,train_critic/loss,train/batch_reward,train_actor/loss,train_actor/target_entropy,train_alpha/loss,train/info_performance_final,train/info_normalized_performance_mean,train/curl_loss,train/info_normalized_performance_final,train/episode,train/info_performance_mean,train_alpha/value,train/episode_reward,train_actor/entropy
0.093620606,0.01646847,72.3068790435791,33.60836442076759,28.905223477755474,1000,28.83393200866409,0.010992101,0.09221419,9.048945426940918,2.699746608734131,0.3687562644481659,-67.17269134521484,-8,-0.06129911541938782,0.06436052,-0.17647873,0.05041211470961571,-0.06405598,1000,0.04481283,0.005656561705774138,17.97005729656384,6.7250518798828125
0.084811665,0.025578957,72.64651560783386,39.82946354484143,30.424069052684853,1100,28.14670138376793,0.02167712,0.0839358,9.0053391456604,145.83670043945312,0.33984458446502686,-49.4532585144043,-8,-0.059644266963005066,0.060846295,0.013827464,0.1789395958185196,0.030539837,1100,0.057783484,0.009085958829630519,24.226287303527986,8.058487892150879
0.104917064,0.105421245,74.8510525226593,44.41649744858824,44.41649744858824,1200,34.23708412591124,0.09605284,0.10297564,10.456784963607788,9.199214935302734,0.3521755039691925,-51.124305725097656,-8,-0.030551820993423462,0.20882247,0.20671436,0.23584327101707458,0.23489086,1200,0.19715567,0.011406099575338132,37.5088072917239,7.250883102416992
0.10578652,0.1044399,73.08617353439331,40.28561130822037,29.43398177084481,1300,34.572573996264126,0.07965729,0.099882975,9.154357433319092,70.08702087402344,0.35375213623046875,-50.574928283691406,-8,0.005261234939098358,0.11152458,0.011404782,0.2326059192419052,0.024149673,1300,0.109174244,0.014946072376194771,37.45458090000613,7.534735679626465
0.10722785,0.120300606,73.93085956573486,48.163574499421266,34.578296474165484,1400,34.739657988215995,0.099826135,0.1034377,9.42383623123169,17.653732299804688,0.3428313732147217,-55.87957000732422,-8,-0.04595017060637474,0.12866852,0.12426127,0.5563911199569702,0.1310138,1400,0.12695776,0.020431325996948305,36.39550430057455,7.578275680541992
0.096811846,0.053808868,72.29815697669983,39.77593455022625,27.19758902204194,1500,30.176945224664404,0.050062988,0.09592645,8.727863550186157,45.12396240234375,0.3524894714355469,-74.22080993652344,-8,-0.06675739586353302,0.1590862,0.4306314,0.23360039293766022,0.45116636,1500,0.15484421,0.031222508911918686,56.83170793007314,8.045230865478516
0.09703295,0.13428548,72.00468945503235,51.71160478281065,43.92686755454015,1600,37.66990107927599,0.122090615,0.09482161,8.85986328125,40.438926696777344,0.33394020795822144,-87.54092407226562,-8,0.08416271954774857,0.17237344,0.32957876,0.10819228738546371,0.34388602,1600,0.16929737,0.04383553074002118,54.01312390494549,8.32564926147461
0.114506796,0.1860321,72.1948173046112,49.65849161752757,45.840169603411276,1700,40.04281932679275,0.1570083,0.108412094,8.974099397659302,2.8948659896850586,0.33477169275283813,-71.85182189941406,-8,0.11319218575954437,0.086872526,0.0603222,0.1810307651758194,0.081069894,1700,0.08440475,0.02749409133444221,43.02592043176525,8.898171424865723
0.12625478,0.13192797,74.94246172904968,49.53571367813197,36.33180899343237,1800,36.13914458673249,0.11642821,0.12291859,8.935459852218628,1.2365792989730835,0.3346562385559082,-57.690818786621094,-8,0.10685558617115021,0.08576224,0.08302713,0.14658133685588837,0.09251879,1800,0.08408609,0.01666217283421137,34.179169960140314,9.388006210327148
0.12384297,0.16078739,95.26335453987122,47.28457367256572,47.28457367256572,1900,37.93750756425301,0.14685616,0.120467715,9.08439564704895,0.33879923820495605,0.3250531256198883,-50.541709899902344,-8,0.07265480607748032,0.10137265,0.18935592,0.19993259012699127,0.20905402,1900,0.09804472,0.010491863193818517,41.7211590301982,9.565400123596191
0.11585587,0.13287923,131.33503198623657,60.747251777902626,27.50294562593878,2000,38.36741108433787,0.12435021,0.11453452,18.25537943840027,0.2576839327812195,0.35308268666267395,-47.40162658691406,-8,0.02767021395266056,0.08099444,0.09257612,0.20188277959823608,0.10034496,2000,0.07961564,0.006738418049095669,33.081647684941544,8.609264373779297
0.12123811,0.1540469,131.4872007369995,52.51004456203172,37.83091111438476,2100,39.023232274794275,0.13866287,0.117439255,18.07036018371582,0.26115596294403076,0.34928107261657715,-43.0735969543457,-8,0.007022995967417955,0.10999578,0.09063475,0.22451919317245483,0.09493106,2100,0.10892695,0.004708152255365412,32.50035063876118,8.480664253234863
0.12547803,0.19358483,132.426531791687,57.12102638496231,38.202701460919265,2200,42.911176662334476,0.19089225,0.1255127,17.273658514022827,0.9740029573440552,0.3560500144958496,-41.861488342285156,-8,-0.014805295504629612,0.12787588,0.32486725,0.4072777330875397,0.34892967,2200,0.123931214,0.0043960588153553765,52.82448642612269,7.5416131019592285
0.10658141,0.12006752,130.06287574768066,45.78518684389263,45.78518684389263,2300,35.23265901812111,0.109939516,0.104415774,18.367590188980103,0.4932136833667755,0.35281264781951904,-40.10111999511719,-8,0.0005323865916579962,0.18946579,0.27605197,0.3005906343460083,0.31277582,2300,0.17960133,0.004941181208609325,48.01371594681574,8.116106033325195
0.10668254,0.11337563,138.89188838005066,52.61121810665872,38.619688409398144,2400,36.04278009081984,0.11348959,0.10753371,18.744627237319946,1.025437831878662,0.38026267290115356,-40.14104080200195,-8,0.005411806050688028,0.15590549,0.23315507,0.10707229375839233,0.27622476,2400,0.14578275,0.005346510799845755,44.71649065328747,7.781322002410889
0.11288921,0.18602344,141.6054606437683,58.96189497794987,36.50664891287368,2500,37.674782862055125,0.15708406,0.10810034,17.685837507247925,1.038824439048767,0.3551056981086731,-40.162841796875,-8,-0.0006121402839198709,0.097735465,0.09527805,0.40298694372177124,0.17917019,2500,0.082844116,0.005384335518821712,34.03096157281568,8.843706130981445
0.11545013,0.110822365,136.52630591392517,49.95609261776961,35.08862726204793,2600,35.375869468003756,0.1039087,0.115714066,17.682444095611572,2.188953161239624,0.3704087734222412,-40.85628128051758,-8,-0.016962148249149323,0.119746774,0.22249578,0.3201812207698822,0.24496795,2600,0.11535848,0.007283700624300929,43.17509845315302,7.913689136505127
0.103591636,0.13222948,129.54706835746765,58.30624597799436,35.785457596030255,2700,38.112044048135814,0.13027236,0.10333813,17.474655628204346,4.884951591491699,0.37905558943748474,-43.276634216308594,-8,-0.02665890008211136,0.076888986,-0.027453737,0.5395384430885315,-0.01145567,2700,0.07401251,0.009001763132130716,28.603870206076916,7.349952697753906
0.10627185,0.08297255,140.49312090873718,44.18338973372693,29.031083154361593,2800,33.54936299834701,0.073221475,0.10359173,18.78693652153015,4.2282867431640625,0.3823853135108948,-44.002532958984375,-8,-0.00631299614906311,0.1319022,0.2607771,0.6246962547302246,0.28650013,2800,0.12700658,0.012245289803943774,47.44445758990554,8.451692581176758
0.13146764,0.14750871,136.4765396118164,50.02670033381246,34.3606031689065,2900,37.242431731770644,0.12951352,0.12673403,19.925451040267944,8.25750732421875,0.37533247470855713,-50.63364028930664,-8,0.01726183295249939,0.12967642,0.06462786,0.2639845907688141,0.068133324,2900,0.12848908,0.013184292999698454,28.853685771905614,7.875728607177734
